id,slug,category,name
dec2684d-c7a8-5199-a415-e06bc8cbb6f3,mudr-balcercik-milos-lekar,e-vuc,MUDr.Balcerčík Miloš (lekár)
0991a2bf-1955-5c0e-a562-25327c15b53f,mudr-juraj-hrasko-lekar,e-vuc,MUDr.Juraj Hraško (lekár)
8110db04-cb5e-5d31-83ed-5de9694cfe5f,mudr-kosik-miroslav-lekar,e-vuc,MUDr.Košík Miroslav (lekár)
19971b07-de06-544d-9ed6-50bdc3b94959,mudr-kulaviak-richard-mph-lekar,e-vuc,"MUDr.Kulaviak Richard, MPH (lekár)"
ee9101d2-cd27-5786-958c-b6ff6dc98ffd,mudr-muchova-julia-silvia-lekar,e-vuc,MUDr.Muchová Júlia Silvia (lekár)
8213dd40-d392-540c-984b-95041dfe8071,mudr-peter-vanek-lekar,e-vuc,MUDr.Peter Vaněk (lekár)
62100655-5ed6-5a68-b0c8-7315ea4d691d,magda-kapusnakova-sestra,e-vuc,Magda Kapusňáková (sestra)
7eb51623-c82a-5c98-b1c4-f349f7a70c49,magdalena-slobodnikova-sestra,e-vuc,Magdaléna Slobodníková (sestra)
4a96659b-a6b6-5b9e-8153-ed142c939b98,mariana-daxnerova-sestra,e-vuc,Mariana Daxnerová (sestra)
345b0d39-54a5-545f-b378-6a28eb54247f,marjena-dakic-lekar,e-vuc,Marjena Dakić (lekár)
556351ba-3d23-5f6c-b420-11c19156718e,markova-dana-sestra,e-vuc,Marková Dana (sestra)
f6efc7ba-96a2-56a8-9f48-d588cf026e1b,marta-turnova-sestra,e-vuc,Marta Turňová (sestra)
90908f84-740c-5b02-9404-405e314a957f,mgr-blanka-kolenova-logoped,e-vuc,Mgr Blanka Kolenová (logopéd)
5d349403-49d4-5580-8814-3e1662a7b0cf,mgr-alena-liptakova-sestra,e-vuc,Mgr. Alena Liptáková (sestra)
02d6b1a4-e96f-5c79-a92b-8f37a4de82c2,mgr-anna-babelova-sestra,e-vuc,Mgr. Anna Babeľová (sestra)
96d5354b-c12f-556c-a0ed-9307766927c4,mgr-anna-chrapciakova-sestra,e-vuc,Mgr. Anna Chrapčiaková (sestra)
94b398c1-462d-5421-83c8-729ff647f169,mgr-anna-durjancikova-sestra,e-vuc,Mgr. Anna Durjančíková (sestra)
c2b98a57-80c4-51af-bd6b-b56c7696f3e0,mgr-beata-sihelska-mph-sestra,e-vuc,"Mgr. Beáta Sihelská, MPH. (sestra)"
e8d1f90d-48fa-5b18-91af-c0c533fea6bd,mgr-bianka-skalosova-sestra,e-vuc,Mgr. Bianka Skalošová (sestra)
2a01d962-0921-5901-be49-fe939450e8ba,mgr-bolcova-andrea-dentalna-hygienicka,e-vuc,Mgr. Bolčova Andrea (dentálna hygienička)
5e4b59a7-f942-53db-9f5f-f8d9069ff788,mgr-bozena-makova-mha-sestra,e-vuc,Mgr. Božena Maková MHA (sestra)
e78f1134-8c1b-5fb3-8f82-8a8da651e94b,mgr-danka-hajkova-sestra,e-vuc,Mgr. Danka Hajkova (sestra)
6d396bd0-090a-5848-93d8-4c613439160b,mgr-danka-kubanikova-sestra,e-vuc,Mgr. Danka Kubaníková (sestra)
4b211086-31d1-5c2c-852e-0a80614bd2a7,mgr-elena-budacova-sestra,e-vuc,Mgr. Elena Budáčová (sestra)
d5f9c8ed-0e0e-5da2-be85-9e1c6d9c2e95,mgr-jana-bachledova-sestra,e-vuc,Mgr. Jana Bachledová (sestra)
913c7e2b-b21f-5478-ba73-010510d4b44a,mgr-jana-bradnanova-sestra,e-vuc,Mgr. Jana Brádňanová (sestra)
0d193446-58b7-5bad-bd0e-5663e3ea1850,mgr-jana-messerschmidtova,e-vuc,Mgr. Jana Messerschmidtová
04ed96f4-70ff-5b28-9a85-6eeeafc7901e,mgr-jaroslav-straka-sestra,e-vuc,Mgr. Jaroslav Straka (sestra)
d8ce0241-75cb-5a9b-881c-58e574781de5,mgr-katarina-szilardiova-sestra,e-vuc,Mgr. Katarína Szilárdiová (sestra)
d190534f-6d94-5a82-8827-e8ff84b2abc1,mgr-martina-kulichova-sestra,e-vuc,Mgr. Martina Kulichová (sestra)
735dc88a-38a1-5ef3-b2db-c8d09a042aec,mgr-michaela-longauerova-sestra,e-vuc,Mgr. Michaela Longauerová (sestra)
e5c63db3-79c8-5e7e-8e2f-e15030a6b971,mgr-michaela-zuffova-sestra,e-vuc,Mgr. Michaela Žuffová (sestra)
b40c92cb-6c89-5a40-af95-ef3412dde5ae,mgr-miroslava-malikova,e-vuc,Mgr. Miroslava Máliková
abd9d4c5-c207-5004-9a8f-331e719e3330,mgr-nadezda-pavlovicova-sestra,e-vuc,Mgr. Nadežda Pavlovičová (sestra)
55b5580b-43c0-5775-afb0-623bc06c7b82,mgr-natalia-trnkova-holekova-sestra,e-vuc,Mgr. Natália Trnková Holeková (sestra)
af5e2bf1-0514-5df7-8651-8dbd71528be4,mgr-petra-vajcikova-sestra,e-vuc,Mgr. Petra Vajcíková (sestra)
f3adf137-da63-580b-b9c7-3fbf5fa70aa3,mgr-rastislav-koren-sestra,e-vuc,Mgr. Rastislav Koreň (sestra)
80b37473-ad55-5172-b643-aa271d43e64d,mgr-viera-zelnicka-sestra,e-vuc,Mgr. Viera Zelnická (sestra)
087b1aa0-db60-5195-8743-25ac325b8163,mgr-vlasta-hrnciarova-sestra,e-vuc,Mgr. Vlasta Hrnčiarová (sestra)
c4aaaa6b-0edf-5760-82de-181ac48f2adc,mgr-zdenka-filipiakova-sestra,e-vuc,Mgr. Zdenka Filipiaková (sestra)
87dcd118-2598-5d6c-81a6-ebcd35072e00,mgr-zuzana-kockova-sestra,e-vuc,Mgr. Zuzana Kocková (sestra)
6f9dcb43-a8b4-5c9e-9d3a-988425292de5,mgr-zuzana-sarikova-sestra,e-vuc,Mgr. Zuzana Šáriková (sestra)
e705e197-3fcb-5f39-9512-77fb3ebf2891,mgr-bc-petra-fekiacova-liecebny-pedagog,e-vuc,"Mgr., Bc. Petra Fekiačová (liečebný pedagóg)"
65c970e6-af00-57cd-9437-a7bec79f7390,mgr-adriana-filcikova-sestra,e-vuc,Mgr.Adriána Filčíková (sestra)
4fa02ce1-16ec-5655-a5ee-82305b9b4211,mgr-frantisek-nociar-psycholog,e-vuc,Mgr.František Nociar (psychológ)
cbb7deef-2101-5d28-8fca-c472f8e64115,mgr-katarina-pivkova-sestra,e-vuc,Mgr.Katarína Pivková (sestra)
f8f78562-8418-5019-bf20-8ae6fdc80642,mgr-zuzana-rapcanova-sestra,e-vuc,Mgr.Zuzana Rapčanová (sestra)
675b38f4-445b-5463-940b-797774ba5349,michaela-henzelova-sestra,e-vuc,Michaela Henželová (sestra)
1435654a-19da-551f-82f2-a1e8f7d2a23f,michaela-vozarova-prakticka-sestra-asistent,e-vuc,Michaela Vozárová (praktická sestra – asistent)
71b6d451-f156-5bca-8638-80e27a90e70f,miroslava-habodaszova-sestra,e-vuc,Miroslava Habodaszová (sestra)
381ba93a-97e0-57b8-af60-44e294c23415,miroslava-molnarova-sestra,e-vuc,Miroslava Molnárová (sestra)
62f6892a-124e-558e-9623-62684d3d9e22,monika-tomaskova-sestra,e-vuc,Monika Tomašková (sestra)
31b12e95-ba3c-5e76-b617-246b2ac18a8f,maria-magalova-sestra,e-vuc,Mária Magálová (sestra)
e7e80994-7356-5a35-bf28-dbeacfb9ab8d,maria-mesarosova-lekar,e-vuc,Mária Mesarošová (lekár)
762e5d9e-dc6c-5fc2-81d0-300ce2c4e5a4,paeddr-michal-mikula-liecebny-pedagog,e-vuc,PaedDr. Michal Mikula (liečebný pedagóg)
0561ac71-0628-57a6-b350-7f4859c64386,phdr-anna-surovcova-csc-psycholog,e-vuc,"PhDr. Anna Surovcová, CSc. (psychológ)"
8d42c0c1-c5f7-5ca5-8c89-10119c701f34,phdr-iveta-mackova-mph-sestra,e-vuc,"PhDr. Iveta Macková, MPH (sestra)"
ece3b36c-b60e-558d-84be-74251435f316,phdr-jana-galatova-psycholog,e-vuc,PhDr. Jana Galátová (psychológ)
c967ba23-0d5c-5e56-8514-48334a7a04ed,phdr-renata-melicherikova,e-vuc,PhDr. Renata Melicheríková
2282aabf-1008-577f-ac91-dd1183f65ca8,phdr-kosikova-katarina-sestra,e-vuc,PhDr.Košíková Katarína (sestra)
01f53eae-ae3a-5664-a1dd-870d5e96bbba,renata-kovacova-sestra,e-vuc,Renata Kováčová (sestra)
73c2070e-7e5e-52f2-8660-9830d8dc6e9f,renata-erdelyiova-sestra,e-vuc,Renáta Erdélyiová (sestra)
e624aa52-07ab-5213-bad7-fabd9798e61a,ruzinska-mariana-prakticka-sestra-asistent,e-vuc,Ružinská Mariana (praktická sestra – asistent)
c08bac5d-4ed3-5965-9aaf-55b7369599f2,sidonia-sandorova-sestra,e-vuc,Sidónia Šándorová (sestra)
d39bdd7d-3f93-595f-becd-32f367a83e05,silvia-petrova-sestra,e-vuc,Silvia Petrová (sestra)
0fe66ea4-818c-5d74-90a5-64c8356cf207,simona-panuskova-sestra,e-vuc,Simona Panušková (sestra)
0edc27c5-4018-5143-897d-981833b83683,slavka-urbancekova-lekar,e-vuc,Slávka Urbančeková (lekár)
bd7a9ab6-ad31-5e71-9d85-68ca59efedef,tetiana-vakulenko-lekar,e-vuc,Tetiana Vakulenko (lekár)
094d8763-cf2b-55bc-b51e-718c2ea9df85,vazanova-sofia-prakticka-sestra-asistent,e-vuc,Vazanová Sofia (praktická sestra – asistent)
06ff959c-4a12-55e7-b496-0d2cb5b01f8f,veronika-nemcokova-sestra,e-vuc,Veronika Nemčoková (sestra)
683f6e8d-0c79-5484-b30b-3af38db0dbe6,viera-uhrinova-sestra,e-vuc,Viera Uhrínová (sestra)
01004b4f-8994-50c1-aa7c-9bee734ce8a2,vierka-mesarcikova-sestra,e-vuc,Vierka Mesarčíková (sestra)
769d7789-67bb-5c8a-945c-51e510d5f9ec,viktor-poliakhov-lekar,e-vuc,Viktor Poliakhov (lekár)
4392ca42-8dc2-5a55-bcc8-deb26e75c964,zuzana-hurajova-lekar,e-vuc,Zuzana Hurajová (lekár)
366c4040-23b0-5d82-8413-79de85d0f458,zuzana-kochanova-sestra,e-vuc,Zuzana Kochanová (sestra)
de51eeb5-d842-5ea3-bded-d25178fb709e,zuzana-maslejova-logoped,e-vuc,Zuzana Mašlejová (logopéd)
2c69c467-2e98-5714-9e7f-ff6bfc19cbf4,zuzana-petrikova-sestra,e-vuc,Zuzana Petríková (sestra)
b3316e00-3a50-5fc2-887c-bb2c3d4a881f,zuzana-slovakova-sestra,e-vuc,Zuzana Slováková (sestra)
62ec1a51-19d0-5ad9-a8be-883da4b081cf,akupunktura,e-vuc,akupunktúra
6247b5eb-08de-56d8-8ad7-61469a734ddf,algeziologia,e-vuc,algeziológia
bda73d65-4d7f-5a0f-8e28-a792ecd28ae0,anesteziologia-a-intenzivna-medicina,e-vuc,anestéziológia a intenzívna medicína
702a07c6-a79c-5dbe-9358-48e9f166169d,chirurgia,e-vuc,chirurgia
91ca6951-d4bc-5353-923e-992337854155,cievna-chirurgia,e-vuc,cievna chirurgia
d5ab7a9d-611d-51bd-ad68-2a4eb1690fdf,dentoalveolarna-chirurgia,e-vuc,dentoalveolárna chirurgia
7afa20f7-8e22-5137-8c51-b14e9ea55c77,dentalna-hygiena,e-vuc,dentálna hygiena
79cfb43a-7424-56d3-8486-84fea70e1000,dermatovenerologia,e-vuc,dermatovenerológia
0bb3da45-47d0-51b1-8ed1-5c620262f3be,detska-psychiatria,e-vuc,detská psychiatria
4c49d11c-fc53-5b02-9549-d7d6fe55d6be,diabetologia-poruchy-latkovej-premeny-a-vyzivy,e-vuc,"diabetológia, poruchy látkovej premeny a výživy"
62f718ed-131a-5845-864a-956254641d37,diplomovany-fyzioterapeut,e-vuc,diplomovaný fyzioterapeut
28203317-779e-5e46-8036-4ba356a27fe5,domaca-hospicova-starostlivost,e-vuc,domáca hospicová starostlivosť
29f4647a-cb59-5ec8-8eb8-eea01ed55263,domaca-osetrovatelska-starostlivost,e-vuc,domáca ošetrovateľská starostlivosť
127c9296-d949-57fd-aa7c-febc99de0b52,dopravna-psychologia,e-vuc,dopravná psychológia
b7decc09-dc6d-584c-9e44-d6a5a49f4d3b,dorastove-lekarstvo,e-vuc,dorastové lekárstvo
2559b9e7-baae-579a-a0be-e3004ef32f41,echokardiografia,e-vuc,echokardiografia
ce28810c-d195-5bc0-ae2a-3c41906a045e,endokrinologia,e-vuc,endokrinológia
0dad4147-c249-5219-aa35-28773f274c50,ergoterapia,e-vuc,ergoterapia
bdf2ec71-9af9-51d3-a328-9f2949c40c82,funkcna-diagnostika,e-vuc,funkčná diagnostika
f6243765-dbb3-5fc8-be9d-64469c2dda6a,fyziatria-balneologia-a-liecebna-rehabilitacia,e-vuc,"fyziatria, balneológia a liečebná rehabilitácia"
3161b4ee-e436-5978-8f03-bbc0b933da82,fyzioterapeut,e-vuc,fyzioterapeut
86a7ca65-5090-5207-8f3e-5903710ed8f5,fyzioterapia,e-vuc,fyzioterapia
4f600d38-05aa-55dd-8b25-a88f187a450e,fyzioterapia-zdravotnicke-vedy,e-vuc,fyzioterapia - zdravotnícke vedy
8edfa0f4-8806-55ca-80c6-8d129f30e4ce,fyzioterapia-funkcnych-a-strukturalnych-poruch-pohyboveho-systemu,e-vuc,fyzioterapia funkčných a štrukturálnych porúch pohybového systému
1aa059a8-5bc8-56b7-a8d1-4f7f29b236f0,fyzioterapia-poruch-centralneho-nervoveho-systemu,e-vuc,fyzioterapia porúch centrálneho nervového systému
a00ec097-db52-5b64-8a2d-d753400a527b,fyzioterapia-v-sporte-a-telovychove,e-vuc,fyzioterapia v športe a telovýchove
03d5fe8c-1888-5802-8581-17115b5c71ec,fyzioterapia-vybranych-ochoreni-pohyboveho-systemu,e-vuc,fyzioterapia vybraných ochorení pohybového systému
73b7dff7-e309-5ae5-9ba6-216a8b6d222d,gastroenterologia,e-vuc,gastroenterológia
d78cb074-8bdf-5e8a-a406-0a391dcda104,geriatria,e-vuc,geriatria
1e473731-0b39-597c-b3d2-8d7a8b8907f0,gynekologicka-urologia,e-vuc,gynekologická urológia
d41e52e2-8f83-539f-82eb-57f1f79c5621,gynekologia-a-porodnictvo,e-vuc,gynekológia a pôrodníctvo
9d180982-b02d-5c91-8122-63473459f633,hematologia-a-transfuziologia,e-vuc,hematológia a transfuziológia
f937ce8c-aa70-514f-87e0-ad1040a30d93,implantologia,e-vuc,implantológia
4ddf53fa-7320-5066-a117-93debbc93bff,kardiologia,e-vuc,kardiológia
7593601d-68be-5e36-870f-00cefe21d1fb,klinicka-biochemia,e-vuc,klinická biochémia
0e973470-8aab-58e2-921a-72a701ae8a4c,klinicka-imunologia-a-alergologia,e-vuc,klinická imunológia a alergológia
f2b9dc73-3eca-57c5-86e8-af24ce646173,klinicka-logopedia,e-vuc,klinická logopédia
d08ea85f-4b95-59ab-a5ef-f9dd11a1bbd8,klinicka-mikrobiologia,e-vuc,klinická mikrobiológia
b13e5d49-4152-5280-aa69-2a4eb164e980,klinicka-onkologia,e-vuc,klinická onkológia
c6521d61-dc2e-5bd8-95ad-29132d0fe348,klinicka-psychologia,e-vuc,klinická psychológia
744dbe93-db92-580c-93f9-f88cc6ce6152,klinicke-pracovne-lekarstvo-a-klinicka-toxikologia,e-vuc,klinické pracovné lekárstvo a klinická toxikológia
7a3a72b4-9fa7-547e-a9e0-cfd9fc74a1c1,lekarska-genetika,e-vuc,lekárska genetika
527273c7-56f1-5228-be74-83c4b11c38ef,liecebna-pedagogika,e-vuc,liečebná pedagogika
0e3087c3-5fda-584c-bdc4-87e3da871453,magneticka-rezonancia,e-vuc,magnetická rezonancia
6d9b0c9c-28d7-5733-8b8f-f09a0fc8f196,mikrochirurgia-oka,e-vuc,mikrochirurgia oka
3b6b2ed7-09d3-5fa7-921c-32b8cabe78e6,mobilizacne-techniky,e-vuc,mobilizačné techniky
7e671f6b-3f8b-5c61-8303-5cad8fb7ae46,nefrologia,e-vuc,nefrológia
60e8afe9-8725-555a-83e9-e64f73f13b90,neurologia,e-vuc,neurológia
361dfd18-2269-5687-95c0-9ef648530d47,oftalmologia,e-vuc,oftalmológia
092a94a2-2374-58c5-b311-589372e1a584,ortopedia,e-vuc,ortopédia
99ab4347-a4ba-5515-b2fc-1f817926ab69,otorinolaryngologia,e-vuc,otorinolaryngológia
eca6e3d2-9033-5378-8cda-a92c7dbd1561,osetrovatelska-starostlivost-v-komunite,e-vuc,ošetrovateľská starostlivosť v komunite
81a5ce77-0e8c-5181-bcf5-6417fbd1e9e5,osetrovatelstvo,e-vuc,ošetrovateľstvo
90035eb6-d65c-5186-b705-f7aa0b970155,paliativna-medicina,e-vuc,paliatívna medicína
f7082d56-9be6-510d-babe-8c9a163a912b,patologicka-anatomia,e-vuc,patologická anatómia
cd65def4-aabd-5a20-b17f-36e7dec4b1e7,pediatria,e-vuc,pediatria
d581061e-ffcf-57a8-81cb-de12dddf91d0,pediatricka-endokrinologia-a-diabetologia-poruchy-latkovej-premeny-a-vyzivy,e-vuc,"pediatrická endokrinológia a diabetológia, poruchy látkovej premeny a výživy"
8de3b18f-6c8a-570c-9530-10214e8d4025,pediatricka-gastroenterologia-hepatologia-a-vyziva,e-vuc,"pediatrická gastroenterológia, hepatológia a výživa"
b322aa50-f135-5212-a8cc-10a9e0871a58,pediatricka-gynekologia,e-vuc,pediatrická gynekológia
d3ceb7ca-ffc6-5044-907a-b16393962c60,pediatricka-nefrologia,e-vuc,pediatrická nefrológia
373a5a87-b4d9-5795-aa80-a4360f623c1f,pediatricka-neurologia,e-vuc,pediatrická neurológia
31c11b44-28c7-5444-9676-bdeae77c9f7c,pediatricka-oftalmologia,e-vuc,pediatrická oftalmológia
0b7466d4-1fff-5e14-b125-810e2cb3b601,pediatricka-pneumologia-a-ftizeologia,e-vuc,pediatrická pneumológia a ftizeológia
53308120-a9b8-57ff-91f7-c6fae1c467d7,plasticka-chirurgia,e-vuc,plastická chirurgia
93197836-5b36-50e3-b1b7-7b714b36261c,pneumologia-a-ftizeologia,e-vuc,pneumológia a ftizeológia
469fcf66-42a6-5bb5-9867-ac24e4255ca2,poradenska-psychologia,e-vuc,poradenská psychológia
bb20f6c3-405e-5653-b6d2-18d16713b4d6,pracovna-a-organizacna-psychologia,e-vuc,pracovná a organizačná psychológia
72af3882-0adc-5a64-ae7f-b13b2a72f93b,pracovne-lekarstvo,e-vuc,pracovné lekárstvo
3c786fc3-04b5-50ac-852f-d11859222c5c,psychiatria,e-vuc,psychiatria
6bdc8a9a-a6cd-5976-ae67-e003f089e8fa,psychoterapia,e-vuc,psychoterapia
5bee7bfc-708d-5640-8146-b2e0a4017804,radiacna-onkologia,e-vuc,radiačná onkológia
d99293cb-bd6f-546d-abd0-4fd80254355f,reflexna-terapia-podla-vojtu,e-vuc,reflexná terapia podľa Vojtu
689f09da-d1e6-5821-93f4-6f1bf9108688,reumatologia,e-vuc,reumatológia
17932682-ec13-5f2f-bfc4-54d478fe5ba0,radiologia,e-vuc,rádiológia
1e09c497-70dc-585b-aa38-4552bcd41c9a,rychla-lekarska-pomoc,e-vuc,rýchla lekárska pomoc
3bff53a8-20ae-5489-bea5-01e8ddcccabd,rychla-lekarska-pomoc-v-stretavacom-rezime-rv,e-vuc,rýchla lekárska pomoc v stretávacom režime „RV“
cd64d959-e709-594e-a252-892ba682f79b,rychla-zdravotna-pomoc,e-vuc,rýchla zdravotná pomoc
ea06f5ee-58ae-57e5-b4a1-39a656dbde8f,rychla-zdravotna-pomoc-s,e-vuc,rýchla zdravotná pomoc „S“
7a6191b2-766d-500b-a155-930e39d5893f,ultrazvuk-v-gynekologii-a-porodnictve,e-vuc,ultrazvuk v gynekológii a pôrodníctve
0e96bc54-d0d8-55c1-b756-84edd85894c3,urologia,e-vuc,urológia
f97990e5-c924-5ec7-b70f-59a33c4424dc,vnutorne-lekarstvo,e-vuc,vnútorné lekárstvo
cb371692-159a-5e10-b4f7-92126297ea57,vrtulnikova-zachranna-zdravotna-sluzba,e-vuc,vrtuľníková záchranná zdravotná služba
bdb3ad3d-9957-5b0a-8faf-9c2440432075,vseobecna-starostlivost-o-deti-a-dorast,e-vuc,všeobecná starostlivosť o deti a dorast
18399a21-359c-51f7-b91b-3e4b89109c37,vseobecne-lekarstvo,e-vuc,všeobecné lekárstvo
48b42f7a-c1cd-59c4-a38d-7f40fa343938,zubne-lekarstvo,e-vuc,zubné lekárstvo
be2856c4-9f82-5edf-9e9e-c551fdaf4435,urazova-chirurgia,e-vuc,úrazová chirurgia
0e151b4c-4756-5dc1-8c8e-c78126f1f94f,ustavna-hospicova-starostlivost,e-vuc,ústavná hospicová starostlivosť
576e4e5d-9414-55f1-8d67-39f43974aa1f,ustavna-osetrovatelska-starostlivost,e-vuc,ústavná ošetrovateľská starostlivosť
a51ee7b2-58e5-578d-a5d6-c1039189da0f,celustna-ortopedia,e-vuc,čeľustná ortopédia
cb9652cb-ed0c-5fbb-a9ee-f514127a8526,lubica-lakotova-sestra,e-vuc,Ľubica Lakotová (sestra)
cb9901a4-0a5d-569b-b6a8-12027beca6ac,lubomira-novotna-sestra,e-vuc,Ľubomíra Novotná (sestra)
aab53ac7-02eb-50b5-b363-8714e43e3025,specializovana-preprava-pocas-kalendarnych-dni,e-vuc,špecializovaná preprava počas kalendárnych dní
51d14893-b043-5e4f-83c0-c3a00d0fb673,specializovana-preprava-pocas-pracovnych-dni,e-vuc,špecializovaná preprava počas pracovných dní
